time,Xrefc,Yrefc,Xrobotc,Yrobotc,ISExc,ISEyc
25.4,-0.008808061,-0.000294363,-0.006451704,-9.25E-05,4.00E-05,3.96E-05
25.5,-0.012089768,-0.000555399,-0.009944251,2.04E-05,4.05E-05,3.96E-05
25.6,-0.015358261,-0.000898057,-0.013212588,-0.000266914,4.09E-05,3.96E-05
25.7,-0.018609974,-0.0013218,-0.015973519,-0.001267739,4.14E-05,3.96E-05
25.8,-0.021841364,-0.001825966,-0.019871883,-0.001984822,4.19E-05,3.97E-05
25.9,-0.025048916,-0.002409768,-0.022878263,-0.001943368,4.23E-05,3.97E-05
26,-0.028229146,-0.003072292,-0.026283718,-0.002343496,4.28E-05,3.97E-05
26.1,-0.031378608,-0.0038125,-0.028737151,-0.00364617,4.32E-05,3.97E-05
26.2,-0.034493898,-0.004629235,-0.032973874,-0.004262683,4.37E-05,3.97E-05
26.3,-0.037571659,-0.005521217,-0.035037626,-0.004695077,4.41E-05,3.98E-05
26.4,-0.040608585,-0.006487049,-0.038751901,-0.005541103,4.45E-05,3.98E-05
26.5,-0.043601423,-0.007525215,-0.041487861,-0.006728098,4.49E-05,3.98E-05
26.6,-0.046546984,-0.008634089,-0.045157968,-0.008387552,4.53E-05,3.99E-05
26.7,-0.04944214,-0.009811927,-0.048279064,-0.009526153,4.57E-05,3.99E-05
26.8,-0.052283834,-0.011056881,-0.050235697,-0.010321856,4.60E-05,4.00E-05
26.9,-0.055069079,-0.012366991,-0.053581719,-0.011061494,4.64E-05,4.01E-05
27,-0.057794966,-0.013740198,-0.055793027,-0.012568053,4.67E-05,4.02E-05
27.1,-0.060458669,-0.015174337,-0.058187336,-0.01437566,4.70E-05,4.03E-05
27.2,-0.063057442,-0.016667148,-0.062136428,-0.015688765,4.73E-05,4.04E-05
27.3,-0.065588631,-0.018216273,-0.064208087,-0.017378116,4.76E-05,4.05E-05
27.4,-0.068049671,-0.019819266,-0.065817997,-0.018206582,4.79E-05,4.06E-05
27.5,-0.070438093,-0.021473589,-0.068563357,-0.020282879,4.81E-05,4.07E-05
27.6,-0.072751529,-0.023176624,-0.071843822,-0.02178525,4.83E-05,4.09E-05
27.7,-0.074987708,-0.024925667,-0.073482887,-0.023782394,4.86E-05,4.10E-05
27.8,-0.077144467,-0.02671794,-0.074999304,-0.025599541,4.88E-05,4.12E-05
27.9,-0.079219751,-0.028550593,-0.07812565,-0.027354462,4.90E-05,4.14E-05
28,-0.081211613,-0.030420704,-0.079594371,-0.028706507,4.92E-05,4.16E-05
28.1,-0.083118221,-0.032325289,-0.081692318,-0.030811778,4.93E-05,4.18E-05
28.2,-0.084937856,-0.034261302,-0.08400855,-0.032972291,4.95E-05,4.20E-05
28.3,-0.086668919,-0.03622564,-0.086161099,-0.034936441,4.96E-05,4.22E-05
28.4,-0.08830993,-0.038215151,-0.087883632,-0.036905033,4.98E-05,4.24E-05
28.5,-0.08985953,-0.040226633,-0.089370299,-0.038666333,4.99E-05,4.26E-05
28.6,-0.091316484,-0.042256842,-0.090440517,-0.040538079,5.00E-05,4.28E-05
28.7,-0.092679682,-0.044302497,-0.091364662,-0.042535934,5.01E-05,4.31E-05
28.8,-0.09394814,-0.046360282,-0.093514946,-0.044529797,5.02E-05,4.33E-05
28.9,-0.095121003,-0.048426853,-0.094579242,-0.047355883,5.03E-05,4.35E-05
29,-0.096197542,-0.050498843,-0.095378884,-0.049401293,5.03E-05,4.38E-05
29.1,-0.09717716,-0.052572865,-0.096183623,-0.051459226,5.04E-05,4.40E-05
29.2,-0.098059389,-0.054645517,-0.096610611,-0.053166414,5.05E-05,4.42E-05
29.3,-0.098843893,-0.056713389,-0.098582255,-0.054875197,5.05E-05,4.45E-05
29.4,-0.099530467,-0.058773066,-0.099059083,-0.057593313,5.06E-05,4.47E-05
29.5,-0.100119036,-0.060821133,-0.100095589,-0.058904444,5.06E-05,4.49E-05
29.6,-0.100609656,-0.06285418,-0.099841978,-0.06156557,5.06E-05,4.52E-05
29.7,-0.101002517,-0.064868808,-0.100427282,-0.063054408,5.06E-05,4.54E-05
29.8,-0.101297936,-0.066861632,-0.100405482,-0.06537818,5.06E-05,4.56E-05
29.9,-0.101496363,-0.068829287,-0.101464456,-0.067872845,5.07E-05,4.58E-05
30,-0.101598375,-0.070768434,-0.100967093,-0.068907354,5.07E-05,4.60E-05
30.1,-0.101604679,-0.072675763,-0.101661595,-0.071113535,5.07E-05,4.62E-05
30.2,-0.101516108,-0.074547995,-0.101603752,-0.073019592,5.07E-05,4.64E-05
30.3,-0.101333621,-0.076381894,-0.101770648,-0.075134391,5.07E-05,4.65E-05
30.4,-0.101058303,-0.078174266,-0.101720245,-0.076534944,5.07E-05,4.67E-05
30.5,-0.100691361,-0.079921965,-0.10065729,-0.078495986,5.07E-05,4.68E-05
30.6,-0.100234121,-0.081621897,-0.100142564,-0.080789235,5.07E-05,4.70E-05
30.7,-0.09968803,-0.083271025,-0.099268908,-0.082237291,5.07E-05,4.71E-05
30.8,-0.099054652,-0.084866376,-0.099808468,-0.083959979,5.07E-05,4.72E-05
30.9,-0.098335664,-0.08640504,-0.099191197,-0.085553412,5.07E-05,4.73E-05
31,-0.097532856,-0.087884177,-0.097823713,-0.086598257,5.07E-05,4.74E-05
31.1,-0.096648127,-0.089301023,-0.097603979,-0.088889924,5.07E-05,4.75E-05
31.2,-0.095683483,-0.09065289,-0.096587464,-0.090179277,5.07E-05,4.76E-05
31.3,-0.094641033,-0.091937173,-0.094377612,-0.091213645,5.08E-05,4.76E-05
31.4,-0.093522988,-0.093151353,-0.094639354,-0.092911376,5.08E-05,4.77E-05
31.5,-0.092331653,-0.094292998,-0.093701085,-0.094014761,5.08E-05,4.77E-05
31.6,-0.091069431,-0.095359772,-0.091696776,-0.094641567,5.09E-05,4.78E-05
31.7,-0.089738813,-0.096349433,-0.090802535,-0.095940364,5.09E-05,4.78E-05
31.8,-0.088342377,-0.09725984,-0.089231565,-0.097006844,5.10E-05,4.78E-05
31.9,-0.086882785,-0.098088953,-0.087309732,-0.097416852,5.10E-05,4.79E-05
32,-0.085362777,-0.09883484,-0.086045104,-0.098793717,5.11E-05,4.79E-05
32.1,-0.083785171,-0.099495675,-0.085365441,-0.09890808,5.12E-05,4.79E-05
32.2,-0.082152852,-0.100069745,-0.082462391,-0.099451805,5.13E-05,4.79E-05
32.3,-0.080468776,-0.10055545,-0.08118764,-0.100023817,5.14E-05,4.79E-05
32.4,-0.078735959,-0.100951305,-0.080342055,-0.101205749,5.15E-05,4.79E-05
32.5,-0.076957478,-0.101255944,-0.078187678,-0.100764159,5.17E-05,4.79E-05
32.6,-0.075136462,-0.101468124,-0.076752799,-0.101393943,5.18E-05,4.79E-05
32.7,-0.07327609,-0.10158672,-0.074084483,-0.101180316,5.19E-05,4.79E-05
32.8,-0.071379588,-0.101610733,-0.073252136,-0.102112953,5.21E-05,4.79E-05
32.9,-0.069450218,-0.10153929,-0.070986217,-0.102185897,5.23E-05,4.79E-05
33,-0.067491282,-0.101371643,-0.068579319,-0.101599028,5.25E-05,4.79E-05
33.1,-0.065506111,-0.101107174,-0.067151714,-0.101762612,5.27E-05,4.79E-05
33.2,-0.063498062,-0.100745392,-0.06537843,-0.100806127,5.29E-05,4.79E-05
33.3,-0.061470513,-0.100285938,-0.063309996,-0.100399153,5.31E-05,4.79E-05
33.4,-0.059426861,-0.099728581,-0.061680002,-0.100369947,5.33E-05,4.80E-05
33.5,-0.057370512,-0.099073223,-0.059410119,-0.099198849,5.35E-05,4.80E-05
33.6,-0.05530488,-0.098319897,-0.056430593,-0.098658598,5.37E-05,4.80E-05
33.7,-0.05323338,-0.097468766,-0.054732311,-0.098554051,5.40E-05,4.81E-05
33.8,-0.051159424,-0.096520124,-0.052363055,-0.097305265,5.42E-05,4.81E-05
33.9,-0.049086419,-0.095474399,-0.050704132,-0.096675031,5.44E-05,4.82E-05
34,-0.047017755,-0.094332146,-0.048703811,-0.095590647,5.47E-05,4.82E-05
34.1,-0.044956807,-0.093094051,-0.046082674,-0.093588729,5.49E-05,4.83E-05
34.2,-0.042906927,-0.09176093,-0.045244266,-0.092836785,5.51E-05,4.84E-05
34.3,-0.04087144,-0.090333726,-0.04209409,-0.091717864,5.54E-05,4.85E-05
34.4,-0.038853639,-0.088813508,-0.040931638,-0.090086948,5.56E-05,4.86E-05
34.5,-0.03685678,-0.087201473,-0.037752988,-0.088444737,5.59E-05,4.87E-05
34.6,-0.034884079,-0.085498939,-0.03663151,-0.086852983,5.61E-05,4.88E-05
34.7,-0.032938704,-0.083707349,-0.033985882,-0.084841977,5.63E-05,4.89E-05
34.8,-0.031023775,-0.081828264,-0.031909917,-0.082780685,5.65E-05,4.91E-05
34.9,-0.029142356,-0.079863364,-0.031175404,-0.081613044,5.67E-05,4.92E-05
35,-0.027297452,-0.077814447,-0.028351017,-0.078991225,5.69E-05,4.94E-05
35.1,-0.025492003,-0.075683422,-0.0271148,-0.076950103,5.71E-05,4.96E-05
35.2,-0.023728885,-0.073472311,-0.024762314,-0.074859212,5.73E-05,4.98E-05
35.3,-0.022010899,-0.071183242,-0.022781965,-0.072934915,5.75E-05,5.00E-05
35.4,-0.020340771,-0.068818453,-0.02088286,-0.070381227,5.76E-05,5.02E-05
35.5,-0.018721148,-0.066380281,-0.019263976,-0.068214055,5.78E-05,5.04E-05
35.6,-0.017154595,-0.063871163,-0.018944631,-0.065395262,5.79E-05,5.07E-05
35.7,-0.015643586,-0.061293633,-0.016222675,-0.063003366,5.81E-05,5.10E-05
35.8,-0.014190508,-0.058650319,-0.015025691,-0.060313487,5.82E-05,5.12E-05
35.9,-0.012797653,-0.055943936,-0.013779803,-0.057441003,5.83E-05,5.15E-05
36,-0.011467216,-0.053177287,-0.011832835,-0.054454276,5.84E-05,5.18E-05
36.1,-0.01020129,-0.050353253,-0.01161536,-0.051858048,5.85E-05,5.22E-05
36.2,-0.009001867,-0.047474798,-0.009920895,-0.049210123,5.86E-05,5.25E-05
36.3,-0.007870832,-0.044544957,-0.008902138,-0.046662766,5.86E-05,5.28E-05
36.4,-0.006809961,-0.041566834,-0.007634549,-0.043376843,5.87E-05,5.32E-05
36.5,-0.005820919,-0.038543602,-0.006369802,-0.040928303,5.88E-05,5.36E-05
36.6,-0.004905256,-0.035478492,-0.004883858,-0.037193459,5.88E-05,5.40E-05
36.7,-0.004064408,-0.032374793,-0.004840982,-0.034290936,5.89E-05,5.44E-05
36.8,-0.003299692,-0.029235849,-0.004456017,-0.030877653,5.89E-05,5.48E-05
36.9,-0.002612305,-0.026065047,-0.002437925,-0.027867126,5.89E-05,5.52E-05
37,-0.002003323,-0.022865822,-0.001954778,-0.024927035,5.89E-05,5.57E-05
37.1,-0.001473699,-0.019641645,-0.002304662,-0.022123028,5.90E-05,5.61E-05
37.2,-0.00102426,-0.016396022,-0.000606757,-0.018480606,5.90E-05,5.66E-05
37.3,-0.000655711,-0.013132488,-0.000950028,-0.015509328,5.90E-05,5.70E-05
37.4,-0.000368625,-0.009854602,-0.000496466,-0.011682205,5.90E-05,5.75E-05
37.5,-0.000163453,-0.006565943,-0.001064546,-0.008573431,5.90E-05,5.80E-05
37.6,-4.05E-05,-0.003270105,0.000541172,-0.005853497,5.90E-05,5.84E-05
37.7,-3.25E-09,2.93E-05,0.000471729,-0.002126562,5.90E-05,5.89E-05
37.8,-4.20E-05,0.003328691,0.000670382,0.001183197,5.90E-05,5.94E-05
37.9,-0.000166381,0.006624434,0.000122764,0.004001748,5.90E-05,5.99E-05
38,-0.000373011,0.009912932,0.000491933,0.007329855,5.90E-05,6.04E-05
38.1,-0.000661548,0.013190595,-0.000892363,0.010534013,5.90E-05,6.08E-05
38.2,-0.00103154,0.016453841,-0.000449267,0.013859255,5.90E-05,6.13E-05
38.3,-0.001482409,0.019699114,-0.001475368,0.017184122,5.90E-05,6.18E-05
38.4,-0.002013451,0.022922878,-0.001792013,0.020656267,5.90E-05,6.23E-05
38.5,-0.002623834,0.026121629,-0.002946763,0.024275699,5.90E-05,6.27E-05
38.6,-0.003312605,0.029291894,-0.002897707,0.027291706,5.90E-05,6.32E-05
38.7,-0.004078684,0.032430242,-0.002964307,0.030275725,5.91E-05,6.36E-05
38.8,-0.004920873,0.035533284,-0.004994199,0.033651425,5.91E-05,6.40E-05
38.9,-0.005837852,0.038597679,-0.004902594,0.036810036,5.91E-05,6.44E-05
39,-0.006828184,0.041620138,-0.00622208,0.03928051,5.92E-05,6.48E-05
39.1,-0.007890316,0.04459743,-0.007546119,0.042490391,5.92E-05,6.52E-05
39.2,-0.009022582,0.047526386,-0.008534807,0.04568209,5.93E-05,6.56E-05
39.3,-0.010223202,0.050403901,-0.009454551,0.048611525,5.93E-05,6.60E-05
39.4,-0.011490292,0.05322694,-0.010598725,0.051477249,5.94E-05,6.63E-05
39.5,-0.012821856,0.055992544,-0.012693274,0.053670065,5.95E-05,6.67E-05
39.6,-0.014215801,0.058697831,-0.013110327,0.05648042,5.96E-05,6.70E-05
39.7,-0.015669928,0.06134,-0.014426195,0.059170775,5.97E-05,6.73E-05
39.8,-0.017181944,0.063916337,-0.015430764,0.062155507,5.98E-05,6.76E-05
39.9,-0.018749462,0.066424217,-0.017989927,0.064635475,5.99E-05,6.79E-05
40,-0.020370005,0.068861106,-0.019918968,0.067537366,6.00E-05,6.81E-05
40.1,-0.022041006,0.071224571,-0.020249137,0.070147971,6.01E-05,6.84E-05
40.2,-0.023759818,0.073512273,-0.022581576,0.072214606,6.03E-05,6.86E-05
40.3,-0.025523713,0.075721981,-0.023669223,0.074738043,6.04E-05,6.88E-05
40.4,-0.027329887,0.077851564,-0.026258262,0.076636298,6.06E-05,6.90E-05
40.5,-0.029175466,0.079899005,-0.028424179,0.078040745,6.08E-05,6.92E-05
40.6,-0.031057507,0.081862396,-0.029889127,0.080968519,6.10E-05,6.94E-05
40.7,-0.032973004,0.083739941,-0.031957464,0.082438113,6.12E-05,6.96E-05
40.8,-0.034918891,0.085529963,-0.033952836,0.084161241,6.14E-05,6.97E-05
40.9,-0.036892049,0.087230901,-0.036102864,0.085786967,6.16E-05,6.99E-05
41,-0.038889308,0.088841316,-0.037583501,0.087815287,6.18E-05,7.00E-05
41.1,-0.040907452,0.090359892,-0.040002923,0.089244085,6.20E-05,7.01E-05
41.2,-0.042943223,0.091785434,-0.041026409,0.090900741,6.22E-05,7.02E-05
41.3,-0.044993329,0.093116875,-0.042923328,0.091737478,6.25E-05,7.03E-05
41.4,-0.047054443,0.094353274,-0.045681925,0.093753948,6.27E-05,7.04E-05
41.5,-0.049123214,0.095493818,-0.047166254,0.094875224,6.29E-05,7.05E-05
41.6,-0.051196266,0.096537824,-0.050220107,0.095347362,6.32E-05,7.06E-05
41.7,-0.053270208,0.097484736,-0.051874067,0.096931354,6.34E-05,7.06E-05
41.8,-0.055341633,0.098334132,-0.054245286,0.097701755,6.37E-05,7.07E-05
41.9,-0.057407131,0.099085719,-0.055436628,0.098567581,6.39E-05,7.07E-05
42,-0.059463284,0.099739336,-0.057733477,0.098925302,6.41E-05,7.08E-05
42.1,-0.06150668,0.100294953,-0.060063543,0.099626913,6.44E-05,7.08E-05
42.2,-0.063533911,0.10075267,-0.06274001,0.100317218,6.46E-05,7.08E-05
42.3,-0.065541583,0.101112719,-0.06375839,0.101135434,6.48E-05,7.08E-05
42.4,-0.067526318,0.101375464,-0.066439921,0.100628843,6.50E-05,7.09E-05
42.5,-0.069484757,0.101541396,-0.068293681,0.101526257,6.52E-05,7.09E-05
42.6,-0.071413572,0.101611137,-0.069720918,0.101355771,6.54E-05,7.09E-05
42.7,-0.073309461,0.101585436,-0.071570363,0.101058974,6.56E-05,7.09E-05
42.8,-0.075169162,0.101465168,-0.073622298,0.101096223,6.58E-05,7.09E-05
42.9,-0.07698945,0.101251336,-0.076256582,0.100775249,6.60E-05,7.09E-05
43,-0.078767147,0.100945065,-0.078074569,0.101194077,6.62E-05,7.09E-05
43.1,-0.080499124,0.100547601,-0.078591414,0.100942944,6.63E-05,7.09E-05
43.2,-0.082182307,0.100060314,-0.081349374,0.100332546,6.64E-05,7.09E-05
43.3,-0.08381368,0.099484689,-0.083065636,0.099480982,6.66E-05,7.09E-05
43.4,-0.085390288,0.098822328,-0.084333921,0.098792816,6.67E-05,7.09E-05
43.5,-0.086909247,0.098074946,-0.085767066,0.098449162,6.68E-05,7.09E-05
43.6,-0.088367741,0.097244372,-0.086685983,0.097498735,6.69E-05,7.09E-05
43.7,-0.089763031,0.096332539,-0.088760681,0.097049435,6.70E-05,7.09E-05
43.8,-0.091092456,0.095341489,-0.090591253,0.095422448,6.70E-05,7.09E-05
43.9,-0.092353441,0.094273365,-0.091854115,0.095086531,6.71E-05,7.10E-05
44,-0.093543494,0.093130411,-0.092601762,0.093262189,6.72E-05,7.10E-05
44.1,-0.094660217,0.091914965,-0.093857437,0.092435935,6.72E-05,7.10E-05
44.2,-0.095701303,0.090629459,-0.095213211,0.09152709,6.72E-05,7.11E-05
44.3,-0.096664546,0.089276415,-0.096918095,0.090298323,6.73E-05,7.11E-05
44.4,-0.097547836,0.087858439,-0.097112995,0.08843656,6.73E-05,7.12E-05
44.5,-0.098349172,0.086378219,-0.097937855,0.087351096,6.73E-05,7.12E-05
44.6,-0.099066654,0.084838524,-0.098699286,0.086092507,6.73E-05,7.13E-05
44.7,-0.099698496,0.083242192,-0.099290116,0.08455963,6.73E-05,7.14E-05
44.8,-0.100243022,0.081592135,-0.100469222,0.082146786,6.73E-05,7.15E-05
44.9,-0.100698671,0.079891328,-0.099797756,0.080803773,6.73E-05,7.16E-05
45,-0.101063997,0.078142809,-0.100456906,0.079201292,6.73E-05,7.18E-05
45.1,-0.101337676,0.076349671,-0.101797698,0.077164987,6.73E-05,7.19E-05
45.2,-0.101518503,0.074515063,-0.101780605,0.075617141,6.73E-05,7.20E-05
45.3,-0.101605397,0.072642179,-0.101059639,0.073626383,6.73E-05,7.22E-05
45.4,-0.1015974,0.070734257,-0.101088428,0.071983658,6.74E-05,7.24E-05
45.5,-0.101493681,0.068794574,-0.101775209,0.070476179,6.74E-05,7.25E-05
45.6,-0.101293536,0.066826442,-0.101716224,0.068315661,6.74E-05,7.27E-05
45.7,-0.100996389,0.064833202,-0.100874197,0.066507868,6.74E-05,7.29E-05
45.8,-0.100601795,0.062818217,-0.101773973,0.063880688,6.74E-05,7.31E-05
45.9,-0.100109436,0.060784874,-0.100587692,0.062036546,6.74E-05,7.34E-05
46,-0.099519126,0.058736571,-0.100458623,0.060649361,6.74E-05,7.36E-05
46.1,-0.098830812,0.056676719,-0.099606048,0.058401692,6.75E-05,7.38E-05
46.2,-0.09804457,0.054608732,-0.09814471,0.055844503,6.75E-05,7.40E-05
46.3,-0.097160607,0.052536026,-0.098096562,0.054396336,6.75E-05,7.43E-05
46.4,-0.096179263,0.050462011,-0.096115276,0.051626328,6.76E-05,7.45E-05
46.5,-0.095101007,0.048390087,-0.09555918,0.04997136,6.77E-05,7.48E-05
46.6,-0.09392644,0.046323642,-0.09467826,0.04800085,6.77E-05,7.50E-05
46.7,-0.092656291,0.044266044,-0.092882413,0.04575922,6.78E-05,7.52E-05
46.8,-0.091291419,0.042220634,-0.092384185,0.043874042,6.79E-05,7.55E-05
46.9,-0.089832809,0.040190729,-0.090212938,0.042110602,6.80E-05,7.57E-05
47,-0.088281574,0.03817961,-0.089095314,0.040060749,6.81E-05,7.60E-05
47.1,-0.086638951,0.036190518,-0.08710574,0.037750496,6.82E-05,7.62E-05
47.2,-0.084906302,0.034226656,-0.085626767,0.035642768,6.83E-05,7.64E-05
47.3,-0.083085107,0.032291174,-0.083722621,0.033917014,6.85E-05,7.66E-05
47.4,-0.08117697,0.030387175,-0.082400381,0.031951058,6.86E-05,7.69E-05
47.5,-0.07918361,0.028517704,-0.079869995,0.0299836,6.88E-05,7.71E-05
47.6,-0.077106861,0.026685743,-0.07869473,0.027728757,6.89E-05,7.73E-05
47.7,-0.074948673,0.024894213,-0.076222257,0.026151682,6.91E-05,7.74E-05
47.8,-0.072711102,0.023145963,-0.073521934,0.024292354,6.93E-05,7.76E-05
47.9,-0.070396315,0.021443771,-0.071548422,0.022865324,6.95E-05,7.78E-05
48,-0.068006581,0.019790336,-0.069855535,0.021237915,6.98E-05,7.80E-05
48.1,-0.065544273,0.018188279,-0.066381793,0.019111775,7.00E-05,7.81E-05
48.2,-0.063011862,0.016640132,-0.064444897,0.017481587,7.03E-05,7.82E-05
48.3,-0.060411912,0.015148344,-0.062577315,0.015785375,7.05E-05,7.84E-05
48.4,-0.05774708,0.013715267,-0.059688982,0.015101526,7.08E-05,7.85E-05
48.5,-0.055020113,0.012343163,-0.056539802,0.013713205,7.11E-05,7.86E-05
48.6,-0.05223384,0.011034192,-0.053863498,0.012127516,7.14E-05,7.87E-05
48.7,-0.049391171,0.009790414,-0.051070812,0.010387785,7.17E-05,7.88E-05
48.8,-0.046495092,0.008613784,-0.047836501,0.009518896,7.21E-05,7.89E-05
48.9,-0.043548664,0.007506153,-0.044749948,0.008482109,7.24E-05,7.89E-05
49,-0.040555015,0.006469257,-0.042234016,0.00680569,7.28E-05,7.90E-05
49.1,-0.037517335,0.005504724,-0.039339774,0.006668607,7.32E-05,7.90E-05
49.2,-0.034438879,0.004614067,-0.035959284,0.00563575,7.36E-05,7.91E-05
49.3,-0.031322952,0.00379868,-0.032804423,0.004548287,7.40E-05,7.91E-05
49.4,-0.028172913,0.003059842,-0.030681549,0.003796255,7.44E-05,7.92E-05
49.5,-0.024992168,0.002398708,-0.027076588,0.002777927,7.48E-05,7.92E-05
49.6,-0.021784162,0.001816314,-0.023353485,0.002511027,7.53E-05,7.92E-05
49.7,-0.01855238,0.001313569,-0.020347342,0.001383207,7.57E-05,7.92E-05
49.8,-0.015300338,0.000891261,-0.017935636,0.001404042,7.62E-05,7.92E-05
49.9,-0.012031579,0.000550049,-0.014873632,0.000549797,7.66E-05,7.92E-05
50,-0.00874967,0.000290467,-0.010712845,0.00018575,7.71E-05,7.92E-05